nomor_perkara,tgl_register,klasifikasi,jenis_perkara,metode,hakim,anggota1,anggota2,pp,js,tgl_sidang,tgl_sidang_override,__id
4284 Pdt.G,2025-10-03,CG,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sirajuddin Haris, S.H.",Aji Djuanda Rachmad,2026-02-09,0,7c5f253e-7232-42b6-b08e-2581360d0218
4285 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Sanjaya Langgeng Santoso,2025-10-20,0,62a7f82a-b34c-4436-9ee1-99511dd627d8
4286 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Raden Yadi Sumiadi,2025-10-20,0,31d33763-568b-41f5-b4ea-730877ba2e21
4287 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,e6f7cf63-26e3-496d-9b98-40a86ae2c0d9
4288 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.","Rina Marlina, SE",2025-10-15,0,9936f0e6-7486-4f5e-a952-181b6e3eba61
4289 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,34893915-a5a8-490c-91f3-350cbe59d429
4290 Pdt.G,2025-10-06,CG,ISTBAT,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.",Zainal Arifin,2025-10-30,0,2c7cc630-0f6a-4cca-858f-bb7d39ae50e6
4291 Pdt.G,2025-10-06,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,8e9db674-306a-4ae8-8ee7-511a2b8afd1b
4292 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Sanjaya Langgeng Santoso,2025-10-20,0,6e285f48-42bc-4b0c-b085-3cbaa60bd434
4293 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,063c0da5-2b21-4eea-a38e-a437a36fa041
4294 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.","Rina Marlina, SE",2025-10-15,0,d8bfa549-df73-4038-9890-e4266b1f9f34
4295 Pdt.G,2025-10-06,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,906c6fea-d1b7-48cc-b6eb-2c6069912a71
4296 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,a3005ffc-1e22-4a98-a666-e4f6c4f85e71
4297 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.",Zainal Arifin,2025-10-16,0,08564e9a-e14e-4042-a58a-298cefe2b36d
4298 Pdt.G,2025-10-06,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,4fecd995-9837-4210-854e-6de5e67a5149
4299 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Umi Nurulia,2025-10-20,0,9f390f55-9c88-41f2-912a-c8e9fbb2a064
4300 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Aji Djuanda Rachmad,2025-10-20,0,73fc469a-3de6-4066-ba47-8c30b9532771
4301 Pdt.G,2025-10-06,CT,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Raden Yadi Sumiadi,2025-10-20,0,507f8eb6-3ab2-45cc-b640-5e5901ce897f
4302 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,e44bafbe-1c07-40aa-af35-8b8854e483c0
4303 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.",Sabar Kuswanto,2025-10-15,0,697d4474-60e7-4141-8da2-db36d8bffa0c
4304 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag",Ismail,2025-10-15,0,530b9d2e-5988-473b-af09-798b089622f1
4305 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,eb5d036c-0a35-43a5-a0f6-ede460856b75
4306 Pdt.G,2025-10-06,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,820dce4b-061e-457e-a7e8-2a1772ef3cab
791 Pdt.P,2025-10-06,PAW,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-20,0,8264a18d-4913-4a50-9f4a-33be36809180
792 Pdt.P,2025-10-06,PAW,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Raden Yadi Sumiadi,2025-10-20,0,f5d21196-bb92-4f1e-8e83-3d69e6afd59d
793 Pdt.P,2025-10-06,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,26b0db23-492c-4104-bf04-b74b16b3dbb7
794 Pdt.P,2025-10-06,Asal Usul,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.",Ismail,2025-10-15,0,aee9ebcd-f8a4-47ba-9060-949f0ba7a118
795 Pdt.P,2025-10-06,PAW,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.",Sabar Kuswanto,2025-10-15,0,430e04ac-9089-41b5-95cc-ad0cd7e34fbb
4307 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-20,0,ee2f4b6f-9078-4d5f-9732-7206508dfc03
4308 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,90bebf5d-04d4-44c0-87d0-3cc6e1f829ef
4309 Pdt.G,2025-10-06,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,d7aaae0a-aa37-4410-967e-72a3387e71b6
4310 Pdt.G,2025-10-06,CT,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Sanjaya Langgeng Santoso,2025-10-20,0,a1cbb5ca-d40d-4c5a-ac1e-b66e68fe5382
4311 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,e8bb923c-00e7-484e-b0cc-2d3519c41692
4312 Pdt.G,2025-10-06,CG,GHOIB,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.","Irvan Riditya Fauzi, A.Md.",2026-02-11,0,5cd88501-d4da-4d15-82ca-fb392c08bb16
4313 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,04c50a33-fc0f-4b32-90b8-6709a10093df
4314 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.",Zainal Arifin,2025-10-16,0,723810eb-e570-42ff-a1b3-8e6bd244a233
796 Pdt.G,2025-10-06,Dispensasi,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Runie Handayani, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,3be703c2-a501-4e70-bbf7-76e184ae2b4c
4315 Pdt.G,2025-10-06,CT,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Ikbal Basri, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,d4067a0b-5b36-47a9-877d-531795d5ff1a
4316 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Sanjaya Langgeng Santoso,2025-10-20,0,a529d185-9784-47d5-87bd-a22cdca9d6c7
4317 Pdt.G,2025-10-06,CG,GHOIB,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Ismail,2026-02-09,0,c3aad90c-26c6-4b15-a6a2-1eeff1d88df1
4318 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,f38ca168-df50-4aaa-a8ff-c3f14914471d
4319 Pdt.G,2025-10-06,CG,ISTBAT,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.","Rina Marlina, SE",2025-10-29,0,1dcafe99-8f76-4203-a2ce-0ad361c5747e
4320 Pdt.G,2025-10-06,Harta Bersama,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-20,0,0dd9afe1-8e48-40ea-9e37-0176d714d159
797 Pdt.P,2025-10-06,ISTBAT,ISTBAT,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sirajuddin Haris, S.H.",Umi Nurulia,2025-10-27,0,ce7d7834-42ee-4479-bae1-ad6a36233a51
798 Pdt.P,2025-10-06,PAW,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,0fd2a818-8d2d-4ee6-b01f-ef08fa0ed00e
4321 Pdt.G,2025-10-06,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.",Zainal Arifin,2025-10-16,0,8049ed4c-db16-42d8-abb5-63ab050a8482
4322 Pdt.G,2025-10-07,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,f892cd3d-f341-4239-9bc7-c975a95375ea
4323 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-20,0,2c68d127-3c35-46e4-b76e-b7ba11aaa0e6
4324 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Raden Yadi Sumiadi,2025-10-20,0,62e482c3-0011-4ca5-8c90-d804ed74bf9f
4325 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-21,0,64b4090e-ba56-4bbd-95fc-731cdf091357
4326 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.",Sabar Kuswanto,2025-10-15,0,b1feca7b-457c-4ff5-afb4-1614c21f32bb
4327 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag",Ismail,2025-10-15,0,7d287aa1-eb25-4fed-934d-51a749e2b79e
4328 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Ikbal Basri, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,8d04b377-5ac7-43d6-948c-6e1198e2f544
4329 Pdt.G,2025-10-07,CG,GHOIB,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2026-02-12,0,6f91c471-0d9b-4045-80ae-26d9d06bd059
4330 Pdt.G,2025-10-07,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,c44d1450-280f-480b-b3d7-bea649acc38f
4331 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Sanjaya Langgeng Santoso,2025-10-20,0,3cf8d2d6-ecfd-4d8e-b58e-2aa7885d286d
4332 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.","Sehudin, S.H.",2025-10-21,0,55731bdf-801d-4eaa-8fdf-5d822340cb6d
4333 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.",Sabar Kuswanto,2025-10-15,0,ad098421-22f9-47db-a7b5-25cf2976bf43
4334 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.",Ismail,2025-10-15,0,ea8ccb61-e023-404d-9efe-d80fa345e531
4335 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,d504ee5e-80cf-495c-a6bb-a5ac7727db7d
4336 Pdt.G,2025-10-07,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,8dc4e21f-2aef-4953-a636-29727a3621c5
4337 Pdt.G,2025-10-07,HAA,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.","Ombang Hasyim Ashari, S.Ag.",2025-11-10,0,b8ae0963-5b35-413a-960c-7b508153999f
4338 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Sanjaya Langgeng Santoso,2025-10-20,0,04ccc336-ef0c-4913-afb1-346bdd45a7eb
4339 Pdt.G,2025-10-07,CG,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.",Sirajuddin Haris S.H.,Raden Yadi Sumiadi,2026-02-09,0,5cf74e09-2278-4bb3-8903-716718ba2067
4340 Pdt.G,2025-10-07,Lain-Lain,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.","Rina Marlina, SE",2025-10-15,0,24e45402-9798-465a-9149-26f45c1f5b43
4341 Pdt.G,2025-10-07,Perwalian,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,f7b2eab6-b259-4846-8dd2-3e115ebd0ef0
4342 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.",Zainal Arifin,2025-10-16,0,7f943762-e313-40e4-9c6c-96d0358a739d
4343 Pdt.G,2025-10-07,CG,GHOIB,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.",Sabar Kuswanto,2026-02-12,0,8ee7c7d6-849c-432e-a3bf-a1c0b2772525
799 Pdt.P,2025-10-07,PAW,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Aji Djuanda Rachmad,2025-10-20,0,284f3f90-a7fd-4db1-985b-4d50754d331b
800 Pdt.P,2025-10-07,Perwalian,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Runie Handayani, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,5d63e7f3-6c55-4ced-91f1-384fe5f86a61
801 Pdt.P,2025-10-07,ISTBAT,ISTBAT,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Umi Nurulia,2025-11-03,0,d0a2cb73-89fb-44d6-943f-91c8d8297d39
4344 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-20,0,c637bfe2-9115-4ba4-9122-3b5d9442557e
4345 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-21,0,fcb88d00-6548-424b-9f62-31f44be5bcf9
4346 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.","Rina Marlina, SE",2025-10-15,0,d9f33c9d-5c31-4f78-b5fd-4facb75ab1e2
4347 Pdt.G,2025-10-07,CT,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,67762562-2031-4e55-8e88-48f1c0c703d2
4348 Pdt.G,2025-10-07,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.",Zainal Arifin,2025-10-16,0,ad9cb869-6fc4-4ff3-bb9b-fcccc5f1a54c
4349 Pdt.G,2025-10-07,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,746b7256-4cef-4a03-9cd4-2f9177169166
4350 Pdt.G,2025-10-08,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-20,0,bc3f5a40-db35-41cb-b8e4-cc44a2cb0e84
4351 Pdt.G,2025-10-08,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Raden Yadi Sumiadi,2025-10-20,0,293ee7e2-61cd-446b-a47c-c86a64f8a8ad
4352 Pdt.G,2025-10-08,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.","Sehudin, S.H.",2025-10-21,0,49d6123e-a70f-42d6-af44-298fe27533e6
4353 Pdt.G,2025-10-08,CG,GHOIB,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.",Sanjaya Langgeng Santoso,2026-02-11,0,6d6e324d-3d46-49a3-8279-ec858f5a5728
4354 Pdt.G,2025-10-08,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag",Ismail,2025-10-22,0,01f21b63-a025-4b60-ba2c-aa5d0806102a
4355 Pdt.G,2025-10-08,CG,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Ikbal Basri, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,d1c1a0ce-96dd-4c9e-9a3a-647dc3b138f7
4356 Pdt.G,2025-10-08,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,a6945fd4-07a5-4f93-ada4-31332a86dd07
802 Pdt.P,2025-10-08,Perwalian,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,cb2d2ab6-3273-4195-a640-e29a99ace532
803 Pdt.P,2025-10-08,PAW,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Sanjaya Langgeng Santoso,2025-10-20,0,de69383f-829d-4d5f-83a2-8c58c0a3acae
804 Pdt.P,2025-10-08,PAW,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Raden Yadi Sumiadi,2025-10-20,0,8d3cf9fd-d1b2-4e84-a13d-ebf929216683
805 Pdt.P,2025-10-08,PAW,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-21,0,a6ba83e3-c3f0-4a97-8986-b1a4bdc46d4f
806 Pdt.P,2025-10-08,Perwalian,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.",Sabar Kuswanto,2025-10-22,0,5d42ab75-5ec7-4a35-993b-3c5a8849ef32
807 Pdt.P,2025-10-08,Asal Usul,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.",Ismail,2025-10-22,0,87ef9aa8-8060-46c6-8d7f-58dfa84606a1
808 Pdt.P,2025-10-08,PAW,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,6aa66a67-76bf-4410-ae18-adf4941e1903
4357 Pdt.G,2025-10-08,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,e2b0f099-1549-47c3-80c6-1704866bb164
